name,composition,uses,side_effects,category,manufacturer,requires_prescription,is_otc,symptom_keywords,recommendation_note,price,stock,image_url,source_url
Aito,-,"Aito adalah obat yang mengandung Tetrahydrozoline HCl yang digunakan untuk membantu mengobati kekeruhan dan iritasi pada mata yang disebabkan karena debu, angin, hingga sengatan matahari.",Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,22000,170,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/VgnJ46ke8WsJgjMRiE45f/original/qmhugss63i3c8ryqot2e4jd6u6b18tuk.png,https://www.klikdokter.com/obat/obat-mata/aito
Akita,-,Jangan abaikan diare hingga berhari-hari. Minum Akita untuk meredakannya. Apa kandungannya? Apa efek samping Akita yang perlu diwaspadai?,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,57000,108,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/MhS7Zo-9JuJNeH7rsyzqh/original/1662608621-Membedakan%20Diare%20Akut%20dan%20Diare%20Kronis.jpg,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/akita
Aknil,-,Aknil adalah obat yang diindikasikan untuk mengurangi nyeri ringan hingga sedang serta demam.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,17500,187,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/aknil
Akta-Vol,-,Akta-vol digunakan untuk pencegahan dan pengobatan defisiensi vitamin dan mineral pada anak dalam masa pertumbuhan.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,105000,121,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/akta-vol
Al-Jazira Sari Kurma,-,"Al-Jazira Sari Kurma digunakan untuk menjaga kesehatan kulit, nutrisi untuk kulit, membuat rambut lebih tebal, nutrisi kehamilan.",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,41000,103,,https://www.klikdokter.com/obat/obat-herbal/al-jazira-sari-kurma
Alaxan FR,-,"Alaxan FR mengandung ibuprofen dan parasetamol yang digunakan sebagai analgetik, antipiretik, dan antiinflamasi untuk meringankan rasa nyeri dan demam. Dapat digunakan untuk dewasa dan anak.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,11000,92,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/S6Mtfi0Tcd3SZ5LXU4tK5/original/1675058182-Untitled%20design%20%2822%29.jpg,https://www.klikdokter.com/obat/obat-antinyeri/alaxan-fr
Albavance F,-,Albavance F digunakan untuk menyamarkan bekas jerawat.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,42500,114,,https://www.klikdokter.com/obat/obat-kulit/albavance-f
Albetas,-,Albetas secara tradisional digunakan untuk membantu meringankan kencing manis atau diabetes.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,15000,105,,https://www.klikdokter.com/obat/obat-herbal/albetas
Albibet Al Biruni,-,Albibet Al Biruni digunakan untuk membantu meringankan kencing manis.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,33500,135,,https://www.klikdokter.com/obat/obat-herbal/albibet-al-biruni
Albimah,-,Albimah secara tradisional dapat membantu meringankan gangguan lambung.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,30000,112,,https://www.klikdokter.com/obat/obat-herbal/albimah
Albisam,-,Albisam secara tradisional dapat membantu meredakan pegal linu.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,15000,131,,https://www.klikdokter.com/obat/obat-herbal/albisam
Albistrok,-,Albistrok secara tradisional dapat membantu melancarkan sirkulasi darah.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,43500,148,,https://www.klikdokter.com/obat/obat-herbal/albistrok
Albizon,-,Albizon secara tradisional digunakan untuk membantu memelihara daya tahan tubuh.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,22500,121,,https://www.klikdokter.com/obat/obat-herbal/albizon
Alboost,-,Alboost secara tradisional digunakan untuk membantu proses penyembuhan luka.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,42000,164,,https://www.klikdokter.com/obat/obat-herbal/alboost
Albothyl,-,"Albothyl adalah antiseptik dengan kandungan policresulen yang berfungsi untuk menghentikan pendarahan dan sebagai antiseptik pada peradangan, iritasi, atau luka pada leher rahim.",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,23500,140,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/L470pesPC-QfWt8AuEecs/original/drv1jsotk6vbxjgg1rstqibeu5iozk8z.png,https://www.klikdokter.com/obat/obat-kulit/albothyl
Albu G,-,Siapa sangka aneka seafood bisa memelihara kesehatan tubuh. Kamu bisa menemukan manfaat ini pada Albu G. Apa saja kandungan lengkapnya? Simak infonya di sini.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,18000,190,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/RKGL5HhWlhGUoTwNpKniD/original/010483000_1635933366-Perhatikan_Ini_Sebelum_Minum_Obat_Histigo_untuk_Atasi_Meniere.jpg,https://www.klikdokter.com/obat/obat-herbal/albu-g
Albucare,-,Albucare secara tradisional digunakan untuk membantu proses penyembuhan luka.,Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,26500,151,,https://www.klikdokter.com/obat/obat-herbal/albucare
Albuforce,-,"Albuforce digunakan untuk terapi hipoalbumin (kekurangan albumin), suplemen alami untuk ibu hamil, anak-anak, dewasa, dan orang tua.",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,83500,171,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/albuforce
Albuforce Plus,-,"Albuforce Plus dengan kandungan minyak ikan gabus secara tradisional digunakan untuk membantu memelihara kesehatan tubuh. Ini komposisi, manfaat, dosis, dan efek sampingnya.",Konsultasikan dengan dokter,Herbal & Tradisional,,False,True,herbal; tradisional; stamina; alami,Sumber: KlikDokter,43500,181,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/Qq2tWtlYnHqWlDyCjZ2WD/original/rfth3akk0tsyruokkgnz374337gidi7g.png,https://www.klikdokter.com/obat/obat-herbal/albuforce-plus
Albuvit,-,Albuvit adalah obat tetes mata yang digunakan untuk mengatasi infeksi pada mata.,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,46000,184,,https://www.klikdokter.com/obat/obat-mata/albuvit
Alcet,-,Alcet digunakan untuk mengobati kondisi alergi.,Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,53000,190,,https://www.klikdokter.com/obat/obat-alergi/alcet
Alco,-,Alco adalah obat yang digunakan untuk mengurangi gejala hidung tersumbat dan bersin akibat flu.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,55000,126,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alco
Alco Plus,-,Alco Plus digunakan untuk meredakan gejala bersin dan hidung tersumbat karena flu.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,46500,148,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alco-plus
Alco Plus DMP,-,Alco Plus DMP digunakan untuk mengatasi gejala flu disertai batuk kering.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,44500,101,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alco-plus-dmp
Alcon Tears Naturale II,-,Alcon Tears Naturale II adalah obat tetes mata untuk mencegah mata terasa kering dan teriritasai.,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,24000,96,,https://www.klikdokter.com/obat/obat-mata/alcon-tears-naturale-ii
Aldisa SR,-,"Aldisa SR adalah obat dengan kandungan loratadine dan pseudoephedrine HCl yang digunakan untuk mengatasi gejala alergi, seperti bersin, hidung tersumbat, hingga gatal dan mata berair.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,19000,158,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/iY1Jwg1Okva6OjcobAYzp/original/v4gllu1gl2q1dre2hy5s4q7pwtvk4q1s.png,https://www.klikdokter.com/obat/obat-alergi/aldisa-sr
Alegi,-,Alegi adalah obat yang digunakan untuk menangani gangguan alergi yang responsif terhadap kortikosteroid.,Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,38000,121,,https://www.klikdokter.com/obat/obat-alergi/alegi
Alegysal,-,Alegysal adalah obat yang digunakan dalam terapi konjungtivitis alergi dan konjungtivitis vernal.,Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,41000,121,,https://www.klikdokter.com/obat/obat-mata/alegysal
Alendion,-,Alendion digunakan untuk mengobati jerawat.,Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,52000,126,,https://www.klikdokter.com/obat/obat-kulit/alendion
Alerdex,-,Alerdex adalah obat yang digunakan untuk mengatasi gejala batuk dan pilek akibat alergi.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,15000,113,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alerdex
Alerfed,-,Alerfed adalah obat yang digunakan untuk meringankan gejala flu dan alergi.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,8000,176,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alerfed
Alergine,-,"Alergine adalah obat tablet untuk mengatasi gejala alergi, seperti gatal, mata berair, dan bersin-bersin.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,30500,154,,https://www.klikdokter.com/obat/obat-alergi/alergine
Alermax,-,"Alermax adalah obat untuk mengatasi gejala alergi, seperti gatal, ruam, biduran, dan peradangan. Ketahui info selengkapnya di sini.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,37500,96,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/aZ2ykZ2RKIxZ9-Qhb9cpi/original/1667310000-Alermax.jpg,https://www.klikdokter.com/obat/obat-alergi/alermax
Alernitis,-,"Alernitis digunakan untuk mengobati reaksi alergi seperti bersin-bersin, ruam kulit, hidung meler atau tersumbat, mata berair.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,40000,102,,https://www.klikdokter.com/obat/obat-alergi/alernitis
Alernox,-,"Alernox adalah obat yang digunakan untuk mengobati berbagai kondisi alergi (rhinitis perennial, rhinitis alergi musiman dan kronis, atau urtikaria idiopatik).",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,23000,112,,https://www.klikdokter.com/obat/obat-alergi/alernox
Aleros,-,Aleros merupakan obat yang digunakan untuk mengatasi gejala yang timbul selama alergi.,Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,48500,178,,https://www.klikdokter.com/obat/obat-alergi/aleros
Alfabio,-,"Alfabio berguna untuk meredakan nyeri otot, nyeri sendi, memar, keseleo, pegal linu, meredakan hidung tersumbat dan pijat relaksasi.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,34000,151,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alfabio
Alfentanil,-,Alfentanil digunakan untuk mengatasi rasa nyeri. Pada kondisi nyeri seperti apa obat Alfentanil dibutuhkan? Cek selengkapnya di sini.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,33000,98,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/UWKWWN2QKNVgNiNjHD3n8/original/031074700_1630911825-Bahaya-Suntik-Sabu-Lewat-Anus.jpg,https://www.klikdokter.com/obat/obat-antinyeri/alfentanil
"Algisite M -  Manfaat, Dosis, dan Efek Samping",-,"Algisite M adalah obat balutan luka untuk menyerap cairan luka, mempercepat menghentikan perdarahan ringan, hingga menekan potensi infeksi. Algisite M dibuat dalam bentuk lembaran (sheet dressing) dan",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,65500,153,,https://www.klikdokter.com/obat/obat-kulit/algisite-m-manfaat-dosis-dan-efek-samping
Alicron,-,Alicron digunakan sebagai terapi penunjang dalam pengobatan diabetes melitus atau kencing manis.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,35500,107,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alicron
Alif,-,"Alif berkhasiat mengurangi gejala nyeri, bengkak dan kemerahan akibat peradangan yang dapat disebabkan oleh penyakit gout (asam urat).",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,21500,117,,https://www.klikdokter.com/obat/obat-antinyeri/alif
Alinamin,-,Alinamin adalah suplemen dengan kandungan vitamin B yang bermanfaat bagi kesehatan. Bagaimana cara minum Alinamin? Kita cek di sini.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,98500,149,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/EnPmH1jt8aAOnBiEzVyes/original/085167100_1591259803-Minum-Obat-shutterstock_465772172.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alinamin
Allergen,-,"Allergen adalah obat dengan kandungan chlorpheniramine maleate yang bermanfaat untuk mengobati pilek, bersin-bersin, mata berair, gatal pada mata, hidung, tenggorokan, serta kulit yang disebabkan aler",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,17500,107,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/pfoQgDmwqQPgLM--PkqRV/original/026561400_1589787048-Mata-Berair-atau-Epifora-shutterstock_773116984.jpg,https://www.klikdokter.com/obat/obat-alergi/allergen
Allerin Expectorant,-,Allerin Expectorant digunakan sebagai obat alergi yang disertai batuk berdahak dan hidung tersumbat.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,28000,148,,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/allerin
Alleron,-,"Mengandung chlorpheniramine maleate, Alleron adalah obat yang digunakan sebagai antihistamin. Apa manfaat Alleron untuk kesehatan Anda?",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,46500,125,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/t97muwt83huTYPZ7iQXFF/original/OBT0005142.jpg,https://www.klikdokter.com/obat/obat-alergi/alleron
Alletrol,-,"Alletrol adalah obat untuk mengatasi peradangan mata akibat infeksi bakteri, uveitis anterior kronis, dan luka pada kornea. Bagaimana aturan dosis Alletrol?",Konsultasikan dengan dokter,Mata & Telinga,,False,True,mata; telinga; iritasi mata; infeksi mata,Sumber: KlikDokter,53500,156,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/JUzNsNrAqeD2JAS9aUDZp/original/1664493026-Obat%20Tetes%20Mata.jpg,https://www.klikdokter.com/obat/obat-mata/alletrol
Allogon,-,Allogon digunakan untuk meredakan nyeri ringan sampai sedang.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,41000,159,,https://www.klikdokter.com/obat/obat-antinyeri/allogon
Allohex,-,"Allohex adalah obat yang digunakan untuk menangani gejala rhinitis alergi, urtikaria kronis, dan penyakit alergi lainnya.",Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,25000,189,,https://www.klikdokter.com/obat/obat-alergi/allohex
Allopurinol,-,"Allopurinol merupakan obat yang digunakan untuk menurunkan kadar asam urat, mencegah, dan mengatasi gout arthritis akut. Ketahui informasi selengkapnya di sini!",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,14500,151,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/acAz9i1rGTV0CUkLcrRjg/original/OBT0005167.jpg,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/allopurinol
Alloris,-,Alloris adalah obat yang diindikasikan untuk mengatasi gejala alergi. Bagaimana aturan pakai obat ini?,Konsultasikan dengan dokter,Alergi & Gatal,,False,True,alergi; gatal; biduran; bersin; ruam,Sumber: KlikDokter,52500,146,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/ePODm7CUj1J-yqVRXC3Ix/original/1678159733-obat%20gatal%20alami%20yang%20ampuh.jpg,https://www.klikdokter.com/obat/obat-alergi/alloris
Alluric,-,"Alluric adalah obat yang mengandung allopurinol untuk menurunkan kadar asam urat. Ini kandungan, manfaat, dosis, harga, dan efek sampingnya.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,23000,186,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/drugs/WjDEZfX-51cmym2-KM5VB/original/1660876127-OBT0000012.JPG,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alluric
Almacon,-,Almacon adalah obat yang diindikasikan untuk mengatasi gangguan saluran pencernaan.,Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,11500,114,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/almacon
Alodan,-,Alodan adalah obat yang digunakan untuk mengatasi kondisi hiperurisemia primer maupun sekunder.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,124000,156,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alodan
Alofar,-,Allopurinol mungkin tak asing lagi bagi penderita asam urat. Salah satu merek obatnya adalah Alofar. Apa manfaat dan dosis obat inir?,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,38000,164,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alofar
Alostop,-,Alostop digunakan untuk menjaga kesehatan kulit.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,17000,168,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alostop
Alovell,-,Alovell adalah obat yang diindikasikan untuk mencegah osteoporosis dan meningkatkan massa tulang.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,17500,190,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alovell
Aloxid,-,Aloxid adalah obat yang diindikasikan untuk perawatan rambut rontok pada pria.,Konsultasikan dengan dokter,Obat Kulit & Luka,,False,True,luka; kulit; antiseptik; bekas luka; jerawat,Sumber: KlikDokter,39000,102,,https://www.klikdokter.com/obat/perawatan-kulit-dan-tubuh/aloxid
Alpara,-,"Alpara adalah obat untuk meringankan gejala flu dan batuk. Sebelum mengonsumsinya, simak penjelasan lebih lanjut mengenai obat Alpara.",Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,52000,186,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/TUuufbwfxZYWraqWxEqSn/original/023120500_1638439548-Membedakan_Gejala_Flu_dan_Tanda_Awal_Kehamilan.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/alpara
Alpha Lipid Colostem,-,Alpha Lipid Colostem digunakan untuk menunjang proses penyembuhan dan menunjang kesehatan sel punca (stem cell).,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,116500,178,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/alpha-lipid-colostem
Altadis,-,"Altadis diindikasi untuk mengobati beragam infeksi kulit yang disebabkan oleh jamur seperti penyakit kaki atlet (kutu air), panu, kurap.",Konsultasikan dengan dokter,Antijamur & Kulit,,False,True,kulit; jamur; gatal kulit; infeksi kulit; eksim,Sumber: KlikDokter,25500,169,,https://www.klikdokter.com/obat/obat-kulit/altadis
Altofen,-,Altofen digunakan untuk membantu meringankan rasa nyeri ringan sampai berat.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,23000,104,,https://www.klikdokter.com/obat/obat-antinyeri/altofen
Altran,-,Altran digunakan untuk meredakan nyeri ringan sampai sedang.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,7500,129,,https://www.klikdokter.com/obat/obat-antinyeri/altran
Aludonna D,-,"Aludonna D adalah sediaan obat dengan kandungan Alumunium hydroxide, Magnesium hydroxide dan simetikon yang bekerja menurunkan asam lambung",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,32500,94,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/aludonna-d
Alugen,-,Alugen digunakan untuk membantu mengobati hiperurisemia.,Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,7500,99,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/alugen
Alumy,-,"Alumy digunakan untuk membantu meringankan rasa tidak nyaman di lambung karena asam lambung yang berlebihan, seperti gastritis.",Konsultasikan dengan dokter,Lambung & Maag,,False,True,maag; asam lambung; mual; perut kembung; nyeri lambung,Sumber: KlikDokter,34000,130,,https://www.klikdokter.com/obat/obat-gangguan-pencernaan/alumy
Alvita,-,"Alvita mengandung Metamizole sodium dan vitamin B kompleks yang bermanfaat untuk meringankan rasa sakit kepala, sakit gigi, nyeri haid, nyeri kolik, serta nyeri karena neuritis dan neuralgia.",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,31000,160,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/CwFCmL1989vikEtLjd0yP/original/1663734778-Bisakah%20Miom%20Keluar%20saat%20Haid.jpg,https://www.klikdokter.com/obat/obat-antinyeri/alvita
Amaropo Plus,-,Amaropo Plus digunakan untuk membantu melindungi tubuh dari radikal bebas.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,34000,156,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/amaropo-plus
Ambroxol,-,Ambroxol sering diresepkan dokter untuk mengatasi gejala batuk berdahak. Bagaimana aturan minumnya? Simak manfaat obat Ambroxol di sini.,Konsultasikan dengan dokter,Flu & Pilek,,False,True,flu; pilek; hidung tersumbat; bersin; demam,Sumber: KlikDokter,23500,126,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/JljU7d8tlym1xOnuUZEAV/original/033289500_1646740746-Batuk-Disertai-Nyeri-Punggung-Bawah-Perlukah-Khawatir.jpg,https://www.klikdokter.com/obat/obat-batuk-pilek-dan-flu/ambroxol
Aminefron,-,Aminefron adalah obat yang memiliki fungsi untuk pengobatan kelainan fungsi ginjal kronik bersamaan dengan diet tinggi kalori rendah protein. Apa saja kandungannya? Yuk Simak infonya di sini.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,79500,186,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/tVVZmzOsnEuedE4z1cN85/original/049488800_1643857794-Mengenal_Fungsi_Lengkung_Henle_dalam_Anatomi_Ginjal.jpg,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/aminefron
Amivask,-,Amivask digunakan untuk mengobati tekanan darah tinggi dan nyeri dada (angina pektoris).,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,24500,123,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/amivask
Ammeltz Yoko Yoko,-,"Ammeltz Yoko Yoko berguna untuk pegal linu, sakit otot, nyeri sendi, keseleo dan nyeri punggung",Konsultasikan dengan dokter,Nyeri & Demam,,False,True,nyeri; demam; sakit kepala; pegal; ngilu,Sumber: KlikDokter,7500,176,,https://www.klikdokter.com/obat/gangguan-tulang-otot-dan-sendi/ammeltz-yoko-yoko
Anabion,-,"Anabion digunakan untuk membantu proses metabolisme pada masa pertumbuhan anak, memenuhi kebutuhan nutrisi.",Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,53000,90,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anabion
Anabion Plus,-,Anabion Plus di gunakan untuk menutrisi otak pada masa pertumbuhan anak.,Konsultasikan dengan dokter,Suplemen,,False,True,vitamin; suplemen; imun; daya tahan; energi; stamina,Sumber: KlikDokter,63000,183,,https://www.klikdokter.com/obat/vitamin-dan-suplemen-dewasa/anabion-plus
