id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
2541,Fatigon Spirit Tablet,Vitamin & Suplemen,8500.0,405,"Vitamin B Kompleks, Vitamin E","Mengatasi capek, pegal, kram; Gejala terkait: capek; pegal linu; energi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin B Kompleks, Vitamin E","Mengatasi capek, pegal, kram; capek; pegal linu; energi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Fatigon+Spirit+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2542,Hot In Cream Tube 60g,Obat Oles Nyeri,22000.0,409,"Menthol, Methyl Salicylate, Pine Oil","Pegal linu, masuk angin; Gejala terkait: pegal parah; capek badan; krim panas",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Menthol, Methyl Salicylate, Pine Oil","Pegal linu, masuk angin; pegal parah; capek badan; krim panas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Sangat panas pada kulit sensitif,2026-12-31,Topikal,https://placehold.co/400x300/f8fafc/f97316?text=Hot+In+Cream+Tube+60g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2543,Tolak Angin Anak Box 5s,Herbal & Tradisional,18000.0,307,"Adas, Kayu Ules, Cengkeh, Jahe, Daun Mint, Madu","Masuk angin, perut kembung, mual; Gejala terkait: masuk angin; mual perjalanan; kembung",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Adas, Kayu Ules, Cengkeh, Jahe, Daun Mint, Madu","Masuk angin, perut kembung, mual; masuk angin; mual perjalanan; kembung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Alergi (jarang),2028-12-31,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Tolak+Angin+Anak+Box+5s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2544,Vicks Formula 44 Strip 4s,Obat Batuk,7500.0,152,"Dextromethorphan HBr, Doxylamine",Batuk kering & bersin; Gejala terkait: batuk kering malam hari; batuk gatal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Dextromethorphan HBr, Doxylamine",Batuk kering & bersin; batuk kering malam hari; batuk gatal; Gunakan sesuai petunjuk pada kemasan.,Mengantuk,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/3b82f6?text=Vicks+Formula+44+Strip+4s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2545,Promag Tube 15g,Lambung & Maag,9000.0,171,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; Gejala terkait: maag; asam lambung; begah; kembung",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Hydrotalcite, Magnesium Hydroxide, Simethicone","Maag, perut kembung, nyeri ulu hati; maag; asam lambung; begah; kembung; Gunakan sesuai petunjuk pada kemasan.",Diare/Sembelit ringan,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Promag+Tube+15g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2546,Lodia Box 100s,Pencernaan & Diare,200000.0,53,Loperamide HCl,Diare akut; Gejala terkait: diare akut parah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Loperamide HCl,Diare akut; diare akut parah; Gunakan sesuai petunjuk pada kemasan.,"Sembelit, pusing",2028-03-15,Produk,https://placehold.co/400x300/f8fafc/f59e0b?text=Lodia+Box+100s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2547,Decolgen Tablet,Flu & Pilek,4500.0,447,"Paracetamol, Phenylpropanolamine, CTM","Gejala flu, hidung tersumbat; Gejala terkait: pilek; hidung tersumbat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Paracetamol, Phenylpropanolamine, CTM","Gejala flu, hidung tersumbat; pilek; hidung tersumbat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Mengantuk, berdebar",2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/06b6d4?text=Decolgen+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2548,Bioplacenton Botol 200ml,Obat Kulit & Luka,98000.0,48,"Placenta Extract, Neomycin Sulfate","Luka bakar, luka knalpot; Gejala terkait: luka bakar; luka knalpot; salep melepuh",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Placenta Extract, Neomycin Sulfate","Luka bakar, luka knalpot; luka bakar; luka knalpot; salep melepuh; Gunakan sesuai petunjuk pada kemasan.",Alergi antibiotik,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Bioplacenton+Botol+200ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2549,Larutan Cap Kaki Tiga Kaleng Berperisa 320ml,Herbal & Tradisional,8000.0,487,"Gypsum Fibrosum, Calcitum","Panas dalam, bibir pecah-pecah; Gejala terkait: air panas dalam; bibir pecah",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Gypsum Fibrosum, Calcitum","Panas dalam, bibir pecah-pecah; air panas dalam; bibir pecah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/84cc16?text=Larutan+Cap+Kaki+Tiga+Kaleng+Berperisa+320ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2550,Tolak Angin Care Botol 30ml,Obat Oles Nyeri,13000.0,321,"Peppermint Oil, Ginger Oil","Mabuk perjalanan, masuk angin; Gejala terkait: minyak angin herbal",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Peppermint Oil, Ginger Oil","Mabuk perjalanan, masuk angin; minyak angin herbal; Gunakan sesuai petunjuk pada kemasan.",Jarang,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/f97316?text=Tolak+Angin+Care+Botol+30ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2551,Redoxon Kids Gummy,Vitamin & Suplemen,35000.0,179,"Vitamin C 1000mg, Zinc, Vitamin D",Daya tahan tubuh ekstra; Gejala terkait: vitamin c tinggi; cegah flu,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 1000mg, Zinc, Vitamin D",Daya tahan tubuh ekstra; vitamin c tinggi; cegah flu; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Redoxon+Kids+Gummy,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2552,Transpulmin Baby Balsam 20g,Perawatan Hidung & Pernapasan,95000.0,32,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; Gejala terkait: balsem dada bayi; napas lega bayi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Eucalyptus Oil, Chamomile (Baby) / + Menthol (Kids)","Menghangatkan dada, melegakan napas anak/bayi; balsem dada bayi; napas lega bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kemerahan lokal (jarang),2028-12-31,Produk,https://placehold.co/400x300/f8fafc/06b6d4?text=Transpulmin+Baby+Balsam+20g,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2553,Fasidol Tablet,Nyeri & Demam,6000.0,461,Paracetamol,Demam; Gejala terkait: demam; pusing,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol,Demam; demam; pusing; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Fasidol+Tablet,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2554,GPU Minyak Gosok Botol 30ml,Obat Oles Nyeri,12000.0,456,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; Gejala terkait: minyak urut; keseleo",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; minyak urut; keseleo; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi lokal,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/f97316?text=GPU+Minyak+Gosok+Botol+30ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2555,Bisolvon Solution 50 ml,Obat Batuk,55000.0,55,Bromhexine HCl,Mengencerkan dahak; Gejala terkait: dahak kental; batuk parah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bromhexine HCl,Mengencerkan dahak; dahak kental; batuk parah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gangguan pencernaan ringan,2026-12-31,Cairan,https://placehold.co/400x300/f8fafc/3b82f6?text=Bisolvon+Solution/Drops,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2556,Mylanta Cair 50ml,Lambung & Maag,18000.0,138,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Asam lambung tinggi; Gejala terkait: asam lambung naik; perih perut,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Aluminium Hydroxide, Magnesium Hydroxide, Simethicone",Asam lambung tinggi; asam lambung naik; perih perut; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Mylanta+Cair+50ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2557,Tje Fuk Strip 10s,Vitamin & Suplemen,150000.0,76,Ginseng extract,Suplemen stamina; Gejala terkait: stamina; ginseng,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Ginseng extract,Suplemen stamina; stamina; ginseng; Gunakan sesuai petunjuk pada kemasan.,Insomnia ringan,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Tje+Fuk+Strip+10s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2558,Stimuno Forte Kapsul,Vitamin & Suplemen,35000.0,129,Ekstrak Phyllanthus niruri,Fitofarmaka daya tahan tubuh; Gejala terkait: imunomodulator; gampang sakit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ekstrak Phyllanthus niruri,Fitofarmaka daya tahan tubuh; imunomodulator; gampang sakit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Stimuno+Forte+Kapsul,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2559,Rohto C-Cube 7ml,Mata & Telinga,35000.0,131,"Naphazoline HCl, Menthol",Mata merah dengan sensasi dingin; Gejala terkait: tetes mata dingin; mata merah ngantuk,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Naphazoline HCl, Menthol",Mata merah dengan sensasi dingin; tetes mata dingin; mata merah ngantuk; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mata terasa sangat dingin/pedas,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/0ea5e9?text=Rohto+C-Cube+7ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2560,Renovit Gold Strip,Vitamin & Suplemen,18000.0,350,12 Vitamin & 13 Mineral,Kebutuhan vitamin harian menyeluruh; Gejala terkait: multivitamin lengkap,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,12 Vitamin & 13 Mineral,Kebutuhan vitamin harian menyeluruh; multivitamin lengkap; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Renovit+Gold+Strip,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2561,Dumin Tablet,Nyeri & Demam,15000.0,352,Paracetamol,Demam tinggi; Gejala terkait: demam tinggi; panas anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol,Demam tinggi; demam tinggi; panas anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/ef4444?text=Dumin+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2562,Caladine Powder 100g,Alergi & Gatal,18000.0,481,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; Gejala terkait: biang keringat; gatal oles; gatal serangga",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Calamine, Zinc Oxide, Diphenhydramine","Gatal biang keringat, gigitan serangga; biang keringat; gatal oles; gatal serangga; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Kulit sedikit kering,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/8b5cf6?text=Caladine+Powder+100g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2563,Sanmol Forte Sirup,Nyeri & Demam,28000.0,270,Paracetamol 500mg,Meredakan demam dan nyeri ringan; Gejala terkait: demam; panas; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Meredakan demam dan nyeri ringan; demam; panas; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang: ruam kulit,2028-03-15,Sirup,https://placehold.co/400x300/f8fafc/ef4444?text=Sanmol+Forte+Sirup,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2564,Forumen Tetes Telinga 10ml,Mata & Telinga,45000.0,466,Docusate Sodium,Melunakkan kotoran telinga keras; Gejala terkait: telinga mampet; kotoran telinga keras,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Docusate Sodium,Melunakkan kotoran telinga keras; telinga mampet; kotoran telinga keras; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Telinga terasa penuh,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/0ea5e9?text=Forumen+Tetes+Telinga+10ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2565,Waisan Botol 120ml,Lambung & Maag,4500.0,103,"Antasida, Sodium Bicarbonate","Sakit maag, mual; Gejala terkait: mual maag; perih",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Antasida, Sodium Bicarbonate","Sakit maag, mual; mual maag; perih; Gunakan sesuai petunjuk pada kemasan.",Sendawa,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Waisan+Botol+120ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2566,Geliga Balsem Otot 10g,Obat Oles Nyeri,8000.0,296,"Methyl Salicylate, Peppermint Oil","Nyeri punggung, pegal; Gejala terkait: balsem panas; sakit pinggang",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Methyl Salicylate, Peppermint Oil","Nyeri punggung, pegal; balsem panas; sakit pinggang; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Panas lokal,2028-12-31,Topikal,https://placehold.co/400x300/f8fafc/f97316?text=Geliga+Balsem+Otot+10g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2567,Enervon C Effervescent,Vitamin & Suplemen,35000.0,125,"Vitamin C 500mg, Vitamin B Kompleks",Menjaga daya tahan tubuh; Gejala terkait: imun; vitamin c; capek,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Vitamin C 500mg, Vitamin B Kompleks",Menjaga daya tahan tubuh; imun; vitamin c; capek; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Urin berwarna kuning cerah,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Enervon+C+Effervescent,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2568,Vitacimin Lemon Strip,Vitamin & Suplemen,2500.0,497,Vitamin C 500mg,Suplemen Vitamin C hisap; Gejala terkait: vitamin hisap; sariawan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg,Suplemen Vitamin C hisap; vitamin hisap; sariawan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung (jika perut kosong),2026-12-31,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Vitacimin+Lemon+Strip,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2569,Dulcolax Tablet 5mg,Pencernaan & Diare,22000.0,124,Bisacodyl,Mengatasi sembelit kronis; Gejala terkait: susah bab; sembelit; pencahar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl,Mengatasi sembelit kronis; susah bab; sembelit; pencahar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kram perut,2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/f59e0b?text=Dulcolax+Tablet+5mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2570,Rivanol Cair 100ml,Obat Kulit & Luka,6000.0,480,Ethacridine Lactate,Membersihkan luka basah; Gejala terkait: cuci luka; luka basah,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ethacridine Lactate,Membersihkan luka basah; cuci luka; luka basah; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kulit kuning sementara,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/ec4899?text=Rivanol+Cair+100ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2571,GPU Minyak Gosok Botol 100ml,Obat Oles Nyeri,32000.0,188,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; Gejala terkait: minyak urut; keseleo",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Nutmeg Oil, Eucalyptus Oil, Citronella","Urut, keseleo, pegal; minyak urut; keseleo; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Iritasi lokal,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/f97316?text=GPU+Minyak+Gosok+Botol+100ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2572,Garamycin Cream 5g,Obat Kulit & Luka,45000.0,230,Gentamicin Sulfate,Infeksi kulit primer (impetigo); Gejala terkait: infeksi kulit; bisul,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gentamicin Sulfate,Infeksi kulit primer (impetigo); infeksi kulit; bisul; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gatal ringan,2028-12-31,Topikal,https://placehold.co/400x300/f8fafc/ec4899?text=Garamycin+Cream+5g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2573,Mycoral Cream 5g,Antijamur & Kulit,22000.0,325,Ketoconazole 2%,Jamur membandel; Gejala terkait: kurap parah; jamur kuku,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ketoconazole 2%,Jamur membandel; kurap parah; jamur kuku; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Gatal ringan,2028-12-31,Topikal,https://placehold.co/400x300/f8fafc/14b8a6?text=Mycoral+Cream+5g,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2574,Panadol Extra,Nyeri & Demam,15000.0,500,Paracetamol 500mg,Meredakan demam dan nyeri ringan; Gejala terkait: demam; sakit kepala; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Paracetamol 500mg,Meredakan demam dan nyeri ringan; demam; sakit kepala; nyeri; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang: ruam kulit,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Panadol+Extra,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2575,Farsifen Forte,Nyeri & Demam,11000.0,110,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; Gejala terkait: nyeri haid; sakit gigi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ibuprofen 200mg,"Sakit gigi, demam, nyeri haid; nyeri haid; sakit gigi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Nyeri lambung,2028-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Farsifen+Forte,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2576,Vitacimin Blueberry Strip,Vitamin & Suplemen,2500.0,209,Vitamin C 500mg,Suplemen Vitamin C hisap; Gejala terkait: vitamin hisap; sariawan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Vitamin C 500mg,Suplemen Vitamin C hisap; vitamin hisap; sariawan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Nyeri lambung (jika perut kosong),2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Vitacimin+Blueberry+Strip,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2577,Cendo Cenfresh Minidose,Mata & Telinga,30000.0,314,"Bervariasi (Dexamethasone, Neomycin / Artificial Tears)",Radang mata (Xitrol) / Mata Kering; Gejala terkait: mata belekan; bintitan; radang mata; mata kering softlens,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Bervariasi (Dexamethasone, Neomycin / Artificial Tears)",Radang mata (Xitrol) / Mata Kering; mata belekan; bintitan; radang mata; mata kering softlens; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Pandangan kabur sementara,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/0ea5e9?text=Cendo+Cenfresh+Minidose,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2578,Actifed Kuning (Sirup),Obat Batuk,65000.0,96,"Triprolidine, Pseudoephedrine",Pilek alergi dan batuk; Gejala terkait: batuk pilek berat; alergi pernapasan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Triprolidine, Pseudoephedrine",Pilek alergi dan batuk; batuk pilek berat; alergi pernapasan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Mengantuk, jantung berdebar",2027-06-30,Sirup,https://placehold.co/400x300/f8fafc/3b82f6?text=Actifed+Kuning+(Sirup),True,"[""otc"",""indonesia"",""chatbot-ready""]"
2579,Omeprazole Sachet 5ml,Lambung & Maag,3000.0,220,Omeprazole 20mg,Menurunkan produksi asam lambung; Gejala terkait: gerd; asam lambung kronis,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Omeprazole 20mg,Menurunkan produksi asam lambung; gerd; asam lambung kronis; Gunakan sesuai petunjuk pada kemasan.,"Sakit kepala, mual",2028-12-31,Sachet,https://placehold.co/400x300/f8fafc/10b981?text=Omeprazole+Sachet+5ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2580,Tantum Verde Box 100s,Mulut & Tenggorokan,360000.0,70,Benzydamine HCl,"Radang tenggorokan, sariawan (efek bius lokal); Gejala terkait: sariawan parah; sakit nelan",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Benzydamine HCl,"Radang tenggorokan, sariawan (efek bius lokal); sariawan parah; sakit nelan; Gunakan sesuai petunjuk pada kemasan.",Mulut kebas,2028-03-15,Produk,https://placehold.co/400x300/f8fafc/d946ef?text=Tantum+Verde+Box+100s,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2581,Fatigon Strip 4s,Vitamin & Suplemen,3500.0,407,"Vitamin B Kompleks, Vitamin E","Mengatasi capek, pegal, kram; Gejala terkait: capek; pegal linu; energi",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,"Vitamin B Kompleks, Vitamin E","Mengatasi capek, pegal, kram; capek; pegal linu; energi; Gunakan sesuai petunjuk pada kemasan.",Jarang,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/eab308?text=Fatigon+Strip+4s,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2582,Aloclair Plus Spray 15ml,Mulut & Tenggorokan,115000.0,97,"Aloe Vera, Sodium Hyaluronate","Sariawan, luka kawat gigi (membentuk selaput pelindung); Gejala terkait: sariawan kawat gigi; sariawan perih banget",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Aloe Vera, Sodium Hyaluronate","Sariawan, luka kawat gigi (membentuk selaput pelindung); sariawan kawat gigi; sariawan perih banget; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Jarang,2028-12-31,Spray,https://placehold.co/400x300/f8fafc/d946ef?text=Aloclair+Plus+Spray+15ml,True,"[""otc"",""indonesia"",""chatbot-ready""]"
2583,Imboost Tablet,Vitamin & Suplemen,38000.0,291,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; Gejala terkait: sistem imun; pemulihan sakit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Echinacea, Zinc",Booster daya tahan tubuh saat sakit; sistem imun; pemulihan sakit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Alergi (jarang),2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/eab308?text=Imboost+Tablet,False,"[""otc"",""indonesia"",""chatbot-ready""]"
2584,Sanmol Botol 200ml,Nyeri & Demam,50500.0,68,Paracetamol 500mg,Meredakan demam dan nyeri ringan; Gejala terkait: demam; panas; nyeri,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan.,Paracetamol 500mg,Meredakan demam dan nyeri ringan; demam; panas; nyeri; Gunakan sesuai petunjuk pada kemasan.,Jarang: ruam kulit,2026-12-31,Produk,https://placehold.co/400x300/f8fafc/ef4444?text=Sanmol+Botol+200ml,False,"[""otc"",""indonesia"",""chatbot-ready""]"
