id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
7702,Promag Double Action,Lambung & Maag,15000.0,124,"Omeprazole 10mg, Hydrotalcite 200mg",Maag dengan asam lambung tinggi kombinasi; Gejala terkait: maag kombinasi; asam lambung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Omeprazole 10mg, Hydrotalcite 200mg",Maag dengan asam lambung tinggi kombinasi; maag kombinasi; asam lambung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sakit kepala, diare",2026-12-31,Produk,/static/medicines/Promag Double Action.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7703,Promag Herbal,Lambung & Maag,18000.0,93,"Temulawak, Kunyit, Menthol",Maag herbal; Gejala terkait: maag herbal; lambung herbal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Temulawak, Kunyit, Menthol",Maag herbal; maag herbal; lambung herbal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,/static/medicines/Promag Herbal.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7704,Promag Botol 30ml,Lambung & Maag,12000.0,137,"Hydrotalcite, Mg(OH)2, Simethicone suspensi",Maag suspensi cair; Gejala terkait: maag cair; suspensi maag,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Hydrotalcite, Mg(OH)2, Simethicone suspensi",Maag suspensi cair; maag cair; suspensi maag; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Diare/sembelit,2026-12-31,Produk,/static/medicines/Promag Botol 30ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7705,Mylanta Tablet,Lambung & Maag,12000.0,91,"Al(OH)3 200mg, Mg(OH)2 200mg, Simethicone 20mg",Asam lambung tinggi; Gejala terkait: asam lambung naik; perih perut,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3 200mg, Mg(OH)2 200mg, Simethicone 20mg",Asam lambung tinggi; asam lambung naik; perih perut; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-12-31,Tablet,/static/medicines/Mylanta Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7706,Mylanta Cair 50 ml,Lambung & Maag,18000.0,135,"Al(OH)3, Mg(OH)2, Simethicone suspensi",Asam lambung tinggi suspensi; Gejala terkait: asam lambung; mulas,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone suspensi",Asam lambung tinggi suspensi; asam lambung; mulas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Produk,/static/medicines/Mylanta Cair 50 ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7707,Mylanta Cair 150 ml,Lambung & Maag,45000.0,183,"Al(OH)3, Mg(OH)2, Simethicone suspensi besar",Asam lambung tinggi kemasan besar; Gejala terkait: asam lambung; kemasan besar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone suspensi besar",Asam lambung tinggi kemasan besar; asam lambung; kemasan besar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Produk,/static/medicines/Mylanta Cair 150 ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7708,Mylanta Strip 4s,Lambung & Maag,5000.0,94,"Al(OH)3, Mg(OH)2, Simethicone",Asam lambung strip praktis; Gejala terkait: asam lambung strip,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone",Asam lambung strip praktis; asam lambung strip; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Produk,/static/medicines/Mylanta Strip 4s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7709,Polysilane Tablet Kunyah,Lambung & Maag,11000.0,135,"Simethicone, Al(OH)3, Mg(OH)2",Kembung dan maag; Gejala terkait: perut kembung parah; ulu hati,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Al(OH)3, Mg(OH)2",Kembung dan maag; perut kembung parah; ulu hati; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Tablet,/static/medicines/Polysilane Tablet Kunyah.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7710,Polysilane Suspensi 100ml,Lambung & Maag,28000.0,180,"Simethicone, Al(OH)3, Mg(OH)2 suspensi",Kembung dan maag suspensi; Gejala terkait: kembung suspensi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Al(OH)3, Mg(OH)2 suspensi",Kembung dan maag suspensi; kembung suspensi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Produk,/static/medicines/Polysilane Suspensi 100ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7711,Polysilane Max Peppermint,Lambung & Maag,15000.0,85,"Simethicone, Antasida, Menthol",Kembung dan maag rasa mint; Gejala terkait: kembung mint; maag mint,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Antasida, Menthol",Kembung dan maag rasa mint; kembung mint; maag mint; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-12-31,Produk,/static/medicines/Polysilane Max Peppermint.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7712,Waisan Sachet,Lambung & Maag,2500.0,110,"Antasida, Sodium Bicarbonate",Sakit maag sachet praktis; Gejala terkait: mual maag; perih sachet,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Antasida, Sodium Bicarbonate",Sakit maag sachet praktis; mual maag; perih sachet; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sendawa, kembung karena gas",2027-06-30,Sachet,/static/medicines/Waisan Sachet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7713,Antasida Doen Tablet,Lambung & Maag,3000.0,157,"Al(OH)3 200mg, Mg(OH)2 200mg",Maag generik murah; Gejala terkait: maag murah; generik antasida,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3 200mg, Mg(OH)2 200mg",Maag generik murah; maag murah; generik antasida; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2026-12-31,Tablet,/static/medicines/Antasida Doen Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7714,Antasida Doen Sirup 60ml,Lambung & Maag,7000.0,110,"Al(OH)3, Mg(OH)2 suspensi generik",Maag suspensi generik; Gejala terkait: maag sirup generik,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2 suspensi generik",Maag suspensi generik; maag sirup generik; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2026-12-31,Sirup,/static/medicines/Antasida Doen Sirup 60ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7715,Antasida Doen Botol 60ml,Lambung & Maag,8000.0,171,"Al(OH)3, Mg(OH)2",Maag generik botol; Gejala terkait: maag generik botol,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2",Maag generik botol; maag generik botol; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Produk,/static/medicines/Antasida Doen Botol 60ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7716,Plantacid Forte Tablet,Lambung & Maag,18000.0,173,"Al(OH)3, Mg(OH)2, Simethicone dosis tinggi",Maag dan tukak lambung; Gejala terkait: tukak lambung; maag berat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone dosis tinggi",Maag dan tukak lambung; tukak lambung; maag berat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Tablet,/static/medicines/Plantacid Forte Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7717,Plantacid Sirup 100ml,Lambung & Maag,35000.0,122,"Al(OH)3, Mg(OH)2, Simethicone sirup",Tukak lambung sirup; Gejala terkait: tukak lambung sirup,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone sirup",Tukak lambung sirup; tukak lambung sirup; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-12-31,Sirup,/static/medicines/Plantacid Sirup 100ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7718,Plantacid Forte Sirup 100ml,Lambung & Maag,45000.0,181,"Al(OH)3, Mg(OH)2, Simethicone forte sirup",Tukak lambung berat; Gejala terkait: tukak lambung berat sirup,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Al(OH)3, Mg(OH)2, Simethicone forte sirup",Tukak lambung berat; tukak lambung berat sirup; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Sirup,/static/medicines/Plantacid Forte Sirup 100ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7719,Omeprazole Kapsul 20mg,Lambung & Maag,15000.0,159,Omeprazole 20mg,"GERD, maag kronis, tukak lambung; Gejala terkait: gerd; asam lambung kronis; maag berat",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Omeprazole 20mg,"GERD, maag kronis, tukak lambung; gerd; asam lambung kronis; maag berat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Sakit kepala, diare",2026-12-31,Produk,/static/medicines/Omeprazole Kapsul 20mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7720,Omeprazole Strip 10s,Lambung & Maag,12000.0,99,Omeprazole 20mg,GERD strip praktis; Gejala terkait: gerd strip; asam lambung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Omeprazole 20mg,GERD strip praktis; gerd strip; asam lambung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sakit kepala,2026-12-31,Produk,/static/medicines/Omeprazole Strip 10s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7721,Lansoprazole Kapsul 30mg,Lambung & Maag,25000.0,117,Lansoprazole 30mg,"GERD berat, tukak lambung; Gejala terkait: gerd berat; maag tidak sembuh",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Lansoprazole 30mg,"GERD berat, tukak lambung; gerd berat; maag tidak sembuh; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Diare, sakit kepala",2026-12-31,Produk,/static/medicines/Lansoprazole Kapsul 30mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7722,Polycrol Forte Tablet,Lambung & Maag,22000.0,127,"Simethicone, Antasida",Kembung keras dan maag; Gejala terkait: kembung keras; lambung penuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Antasida",Kembung keras dan maag; kembung keras; lambung penuh; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Konstipasi,2028-03-15,Tablet,/static/medicines/Polycrol Forte Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7723,Polycrol Forte Gel 100ml,Lambung & Maag,42000.0,134,"Simethicone, Antasida gel",Maag dengan kembung berat gel; Gejala terkait: kembung gel; lambung perih,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Simethicone, Antasida gel",Maag dengan kembung berat gel; kembung gel; lambung perih; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Konstipasi,2027-06-30,Topikal,/static/medicines/Polycrol Forte Gel 100ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7724,Ranitidine Tablet 150mg,Lambung & Maag,8000.0,117,Ranitidine HCl 150mg,Maag dan GERD (H2 blocker); Gejala terkait: maag h2 blocker; gerd; asam lambung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ranitidine HCl 150mg,Maag dan GERD (H2 blocker); maag h2 blocker; gerd; asam lambung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sakit kepala, pusing",2027-06-30,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Ranitidine+Tablet+150mg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7725,Sucralfate Suspensi,Lambung & Maag,35000.0,181,Sucralfate 500mg/5ml,Tukak lambung dan GERD pelindung mukosa; Gejala terkait: tukak lambung pelindung; gerd,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sucralfate 500mg/5ml,Tukak lambung dan GERD pelindung mukosa; tukak lambung pelindung; gerd; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Produk,https://placehold.co/400x300/f8fafc/10b981?text=Sucralfate+Suspensi,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7726,Gasmotin Tablet,Lambung & Maag,45000.0,108,Mosapride Citrate 5mg,"Dispepsia, lambung lambat, mual; Gejala terkait: lambung lambat; dispepsia; mual",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mosapride Citrate 5mg,"Dispepsia, lambung lambat, mual; lambung lambat; dispepsia; mual; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.","Diare, nyeri kepala",2028-03-15,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Gasmotin+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7727,Nairet Tablet,Lambung & Maag,25000.0,120,Bismuth Subcitrate,Tukak lambung H. pylori; Gejala terkait: helicobacter pylori; tukak lambung,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bismuth Subcitrate,Tukak lambung H. pylori; helicobacter pylori; tukak lambung; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Feses hitam, mual",2026-12-31,Tablet,https://placehold.co/400x300/f8fafc/10b981?text=Nairet+Tablet,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7728,Entrostop Tablet,Pencernaan & Diare,9000.0,163,"Attapulgite 300mg, Pectin 100mg",Diare non-spesifik; Gejala terkait: diare; mencret; mulas,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Attapulgite 300mg, Pectin 100mg",Diare non-spesifik; diare; mencret; mulas; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sembelit, mual",2028-03-15,Tablet,/static/medicines/Entrostop Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7729,Entrostop Anak Sirup,Pencernaan & Diare,18000.0,83,"Attapulgite, Pectin sirup anak",Diare anak; Gejala terkait: diare anak; mencret anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Attapulgite, Pectin sirup anak",Diare anak; diare anak; mencret anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-03-15,Sirup,/static/medicines/Entrostop Anak Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7730,Diatabs Tablet,Pencernaan & Diare,7500.0,154,Attapulgite 600mg,Diare menyerap racun; Gejala terkait: diare keracunan; mencret air,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Attapulgite 600mg,Diare menyerap racun; diare keracunan; mencret air; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2028-12-31,Tablet,/static/medicines/Diatabs Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7731,Diapet Kapsul Strip 4s,Pencernaan & Diare,3500.0,138,"Daun Jambu Biji, Kunyit",Diare herbal; Gejala terkait: diare herbal; mules,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Daun Jambu Biji, Kunyit",Diare herbal; diare herbal; mules; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Produk,/static/medicines/Diapet Kapsul Strip 4s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7732,Diapet Kapsul Strip 10s,Pencernaan & Diare,8000.0,83,"Daun Jambu Biji, Kunyit",Diare herbal kemasan besar; Gejala terkait: diare herbal,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Daun Jambu Biji, Kunyit",Diare herbal kemasan besar; diare herbal; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Produk,/static/medicines/Diapet Kapsul Strip 10s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7733,Diapet Anak Sirup,Pencernaan & Diare,15000.0,155,"Daun Jambu Biji, Kunyit sirup",Diare anak herbal; Gejala terkait: diare anak herbal; mencret anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Daun Jambu Biji, Kunyit sirup",Diare anak herbal; diare anak herbal; mencret anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Sirup,/static/medicines/Diapet Anak Sirup.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7734,Diapet Box isi 120 Tablet,Pencernaan & Diare,65000.0,118,"Daun Jambu Biji, Kunyit tablet",Diare herbal stok besar; Gejala terkait: diare herbal besar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Daun Jambu Biji, Kunyit tablet",Diare herbal stok besar; diare herbal besar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Tablet,/static/medicines/Diapet Box isi 120 Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7735,Norit Tube (40 Tablet),Pencernaan & Diare,25000.0,133,Activated Charcoal 260mg,"Keracunan makanan, kembung berlebih; Gejala terkait: keracunan makanan; salah makan; norit",Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Activated Charcoal 260mg,"Keracunan makanan, kembung berlebih; keracunan makanan; salah makan; norit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.",Feses hitam,2028-03-15,Tablet,/static/medicines/Norit Tube (40 Tablet).jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7736,Norit Box 50s,Pencernaan & Diare,30000.0,137,Activated Charcoal 260mg,Keracunan makanan stok; Gejala terkait: keracunan; norit,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Activated Charcoal 260mg,Keracunan makanan stok; keracunan; norit; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Feses hitam,2026-12-31,Produk,/static/medicines/Norit Box 50s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7737,Dulcolax Tablet 5 mg,Pencernaan & Diare,22000.0,149,Bisacodyl 5mg,Sembelit; Gejala terkait: susah bab; sembelit; pencahar,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl 5mg,Sembelit; susah bab; sembelit; pencahar; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kram perut, diare",2027-06-30,Tablet,/static/medicines/Dulcolax Tablet 5 mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7738,Dulcolax Suppositoria 10mg,Pencernaan & Diare,35000.0,163,Bisacodyl 10mg,Sembelit dengan suppositoria dewasa; Gejala terkait: sembelit berat; suppositoria dewasa,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl 10mg,Sembelit dengan suppositoria dewasa; sembelit berat; suppositoria dewasa; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kram perut,2028-03-15,Produk,/static/medicines/Dulcolax Suppositoria 10mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7739,Dulcolax Anak Suppositoria 5mg,Pencernaan & Diare,30000.0,182,Bisacodyl 5mg,Sembelit anak dengan suppositoria; Gejala terkait: sembelit anak; suppositoria anak,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl 5mg,Sembelit anak dengan suppositoria; sembelit anak; suppositoria anak; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Kram perut,2027-06-30,Produk,/static/medicines/Dulcolax Anak Suppositoria 5mg.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7740,Dulcolax Botol 120ml,Pencernaan & Diare,35000.0,82,Bisacodyl 5mg/5ml sirup,Sembelit sirup; Gejala terkait: sembelit sirup; susah bab sirup,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Bisacodyl 5mg/5ml sirup,Sembelit sirup; sembelit sirup; susah bab sirup; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Kram perut, mual",2028-03-15,Produk,/static/medicines/Dulcolax Botol 120ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7741,Microlax Tube 5ml,Pencernaan & Diare,28000.0,128,"Na Lauryl Sulfoacetate, Sorbitol",Sembelit segera cair; Gejala terkait: bab keras; sembelit parah; pencahar instan,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Na Lauryl Sulfoacetate, Sorbitol",Sembelit segera cair; bab keras; sembelit parah; pencahar instan; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Ketidaknyamanan anus,2028-03-15,Produk,/static/medicines/Microlax Tube 5ml.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7742,Oralit Sachet,Pencernaan & Diare,1000.0,130,"Glukosa 20g, NaCl 3.5g, KCl 1.5g, NaHCO3 2.5g",Rehidrasi saat diare; Gejala terkait: dehidrasi diare; oralit; cairan tubuh,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Glukosa 20g, NaCl 3.5g, KCl 1.5g, NaHCO3 2.5g",Rehidrasi saat diare; dehidrasi diare; oralit; cairan tubuh; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Mual bila terlalu cepat,2027-06-30,Sachet,/static/medicines/Oralit Sachet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7743,Lodia Tablet,Pencernaan & Diare,25000.0,179,Loperamide HCl 2mg,Diare akut menghentikan segera; Gejala terkait: diare akut parah; diare air,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Loperamide HCl 2mg,Diare akut menghentikan segera; diare akut parah; diare air; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Sembelit, pusing",2027-06-30,Tablet,/static/medicines/Lodia Tablet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7744,Lodia Box 100s,Pencernaan & Diare,180000.0,158,Loperamide HCl 2mg,Diare akut stok besar; Gejala terkait: diare akut stok,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Loperamide HCl 2mg,Diare akut stok besar; diare akut stok; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Sembelit,2027-06-30,Produk,/static/medicines/Lodia Box 100s.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7745,Lacto-B Sachet,Pencernaan & Diare,8000.0,185,"Lactobacillus acidophilus, L. bulgaricus, Streptococcus thermophilus",Diare anak + probiotik; Gejala terkait: probiotik diare; mencret anak; flora usus,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,"Lactobacillus acidophilus, L. bulgaricus, Streptococcus thermophilus",Diare anak + probiotik; probiotik diare; mencret anak; flora usus; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2027-06-30,Sachet,/static/medicines/Lacto-B Sachet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7746,Liprolac Sachet,Pencernaan & Diare,9000.0,174,Multi-strain probiotik,Kesehatan pencernaan; Gejala terkait: probiotik; pencernaan sehat,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Multi-strain probiotik,Kesehatan pencernaan; probiotik; pencernaan sehat; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-12-31,Sachet,/static/medicines/Liprolac Sachet.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
7747,Liprolac Baby Drops,Pencernaan & Diare,150000.0,109,Multi-strain probiotik drops,Pencernaan bayi sehat; Gejala terkait: probiotik bayi; kolik bayi,Sesuai aturan pakai pada kemasan. Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Multi-strain probiotik drops,Pencernaan bayi sehat; probiotik bayi; kolik bayi; Gunakan sesuai petunjuk pada kemasan. Jika sakit berlanjut hubungi dokter.,Jarang,2028-03-15,Produk,/static/medicines/Liprolac Baby Drops.jpg,True,"[""otc"",""indonesia"",""chatbot-ready""]"
