id,name,category,price,stock,description,indication,dosage,ingredients,benefits,side_effects,expiry,type,photo,is_active,tags
1862,Renovit Kaplet,Vitamin & Suplemen,110079.0,274,Multivitamin; Mineral,Suplemen multivitamin harian,Dosis sesuai anjuran dokter. Dexa Medica,Multivitamin; Mineral,Suplemen multivitamin harian,Mual ringan,2028-03-15,Tablet,,True,[]
1863,Decolgen Tablet 44,Flu & Pilek,31697.0,105,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Dosis sesuai anjuran dokter. Medifarma,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Mengantuk; mulut kering; berdebar,2026-12-31,Tablet,,True,[]
1864,Balsem Lang Inhaler,Perawatan Hidung & Pernapasan,19626.0,71,Menthol; Camphor; Eucalyptus Oil,Melegakan pernapasan; pegal ringan,Dosis sesuai anjuran dokter. Eagle Indo Pharma,Menthol; Camphor; Eucalyptus Oil,Melegakan pernapasan; pegal ringan,Iritasi lokal,2027-06-30,Tablet,,True,[]
1865,Hot In Cream,Obat Oles Nyeri,49540.0,278,Methyl Salicylate; Menthol; Camphor,Pegal linu; nyeri otot,Dosis sesuai anjuran dokter. Bintang Toedjoe,Methyl Salicylate; Menthol; Camphor,Pegal linu; nyeri otot,Rasa panas; iritasi lokal,2027-06-30,Tablet,,True,[]
1866,Proris Forte,Nyeri & Demam,16733.0,242,Ibuprofen 100mg/5ml,Demam dan nyeri pada anak,Dosis sesuai anjuran dokter. Pharos,Ibuprofen 100mg/5ml,Demam dan nyeri pada anak,Nyeri lambung; mual; pusing,2027-06-30,Tablet,,True,[]
1867,Iliadin Dewasa Drops,Perawatan Hidung & Pernapasan,51405.0,76,Oxymetazoline HCl,Hidung tersumbat sementara,Dosis sesuai anjuran dokter. Merck,Oxymetazoline HCl,Hidung tersumbat sementara,Hidung kering; iritasi; rebound bila berlebih,2028-03-15,Tablet,,True,[]
1868,Antangin JRG Botol,Herbal & Tradisional,26423.0,147,Ekstrak herbal; Jahe; Royal jelly; Ginseng,Masuk angin; badan tidak enak,Dosis sesuai anjuran dokter. Deltomed,Ekstrak herbal; Jahe; Royal jelly; Ginseng,Masuk angin; badan tidak enak,Alergi bahan herbal jarang,2027-11-20,Tablet,,True,[]
1869,Inza Extra,Flu & Pilek,29924.0,58,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Flu; pilek; demam ringan,Dosis sesuai anjuran dokter. Konimex,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Flu; pilek; demam ringan,Mengantuk; mulut kering; berdebar,2027-06-30,Tablet,,True,[]
1870,Rivanol Cream,Obat Kulit & Luka,45802.0,129,Ethacridine Lactate,Membersihkan luka ringan,Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate,Membersihkan luka ringan,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1871,Promag Cair,Lambung & Maag,15456.0,174,Hydrotalcite; Magnesium Hydroxide; Simethicone,Maag; perut kembung; nyeri ulu hati,Dosis sesuai anjuran dokter. Kalbe,Hydrotalcite; Magnesium Hydroxide; Simethicone,Maag; perut kembung; nyeri ulu hati,Sembelit ringan; diare ringan; mual,2026-12-31,Tablet,,True,[]
1872,Bioplacenton Gel 41,Obat Kulit & Luka,18518.0,149,Placenta Extract; Neomycin Sulfate,Luka bakar ringan; luka kecil,Dosis sesuai anjuran dokter. Kalbe,Placenta Extract; Neomycin Sulfate,Luka bakar ringan; luka kecil,Iritasi lokal; alergi antibiotik,2027-11-20,Tablet,,True,[]
1873,Neozep Forte Sirup,Flu & Pilek,19375.0,229,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Dosis sesuai anjuran dokter. Konimex,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Mengantuk; mulut kering; berdebar,2028-03-15,Tablet,,True,[]
1874,Fungiderm Lotion,Antijamur & Kulit,23345.0,216,Clotrimazole,Panu; kurap; kutu air,Dosis sesuai anjuran dokter. Konimex,Clotrimazole,Panu; kurap; kutu air,Iritasi lokal,2027-11-20,Tablet,,True,[]
1875,Insto Regular Minidose,Mata & Telinga,34834.0,113,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Dosis sesuai anjuran dokter. Sterling,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Perih sementara; mata kering,2026-12-31,Tablet,,True,[]
1876,Bisolvon Tablet,Obat Batuk,39154.0,77,Bromhexine HCl,Batuk berdahak; dahak kental,Dosis sesuai anjuran dokter. Sanofi,Bromhexine HCl,Batuk berdahak; dahak kental,Mual; pusing; gangguan lambung,2027-11-20,Tablet,,True,[]
1877,Rivanol Cair,Obat Kulit & Luka,22876.0,158,Ethacridine Lactate,Membersihkan luka ringan,Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate,Membersihkan luka ringan,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1878,Hansaplast Spray Antiseptik 31,Obat Kulit & Luka,40421.0,186,Polyhexamethylene Biguanide,Membersihkan luka ringan,Dosis sesuai anjuran dokter. Beiersdorf,Polyhexamethylene Biguanide,Membersihkan luka ringan,Rasa perih ringan,2028-03-15,Tablet,,True,[]
1879,Procold Flu Flu & Batuk,Flu & Pilek,44478.0,56,Paracetamol; Pseudoephedrine; Chlorpheniramine,Flu; demam; hidung tersumbat,Dosis sesuai anjuran dokter. Kalbe,Paracetamol; Pseudoephedrine; Chlorpheniramine,Flu; demam; hidung tersumbat,Mengantuk; mulut kering; berdebar,2028-03-15,Tablet,,True,[]
1880,Enervon C Effervescent,Vitamin & Suplemen,118303.0,170,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Dosis sesuai anjuran dokter. Darya-Varia,Vitamin C; Vitamin B Complex; Niacinamide,Menjaga daya tahan tubuh,Mual ringan; urin kuning terang,2027-06-30,Tablet,,True,[]
1881,Diatabs Sachet,Pencernaan & Diare,19307.0,80,Attapulgite,Membantu mengurangi frekuensi diare,Dosis sesuai anjuran dokter. Medifarma,Attapulgite,Membantu mengurangi frekuensi diare,Sembelit; mual,2028-03-15,Tablet,,True,[]
1882,Canesten Cream 27,Antijamur & Kulit,66507.0,202,Clotrimazole 1%,Jamur kulit; kutu air,Dosis sesuai anjuran dokter. Bayer,Clotrimazole 1%,Jamur kulit; kutu air,Iritasi lokal ringan,2027-11-20,Tablet,,True,[]
1883,Decolgen Extra,Flu & Pilek,11500.0,124,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Dosis sesuai anjuran dokter. Medifarma,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Mengantuk; mulut kering; berdebar,2028-03-15,Tablet,,True,[]
1884,Scabimite Cream,Antijamur & Kulit,77627.0,70,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Dosis sesuai anjuran dokter. Galderma,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Rasa panas; gatal sementara,2028-03-15,Tablet,,True,[]
1885,Burnazin Cream 33,Obat Kulit & Luka,23396.0,77,Silver Sulfadiazine,Luka bakar ringan tertentu,Dosis sesuai anjuran dokter. Darya-Varia,Silver Sulfadiazine,Luka bakar ringan tertentu,Iritasi lokal; alergi sulfa,2027-11-20,Tablet,,True,[]
1886,Stimuno Forte,Vitamin & Suplemen,29753.0,154,Ekstrak Phyllanthus niruri,Memelihara daya tahan tubuh,Dosis sesuai anjuran dokter. Dexa Medica,Ekstrak Phyllanthus niruri,Memelihara daya tahan tubuh,Mual ringan,2027-06-30,Tablet,,True,[]
1887,Entrostop Kapsul,Pencernaan & Diare,37852.0,171,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Dosis sesuai anjuran dokter. Kalbe,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Sembelit bila berlebihan; mual,2026-12-31,Kapsul,,True,[]
1888,Dumin Sirup,Nyeri & Demam,20785.0,71,Paracetamol 500mg,Demam; nyeri ringan,Dosis sesuai anjuran dokter. Actavis,Paracetamol 500mg,Demam; nyeri ringan,Mual; ruam alergi jarang,2027-11-20,Tablet,,True,[]
1889,Procold Flu Extra,Flu & Pilek,33778.0,199,Paracetamol; Pseudoephedrine; Chlorpheniramine,Flu; demam; hidung tersumbat,Dosis sesuai anjuran dokter. Kalbe,Paracetamol; Pseudoephedrine; Chlorpheniramine,Flu; demam; hidung tersumbat,Mengantuk; mulut kering; berdebar,2026-12-31,Tablet,,True,[]
1890,Alleron Tablet,Alergi & Gatal,10391.0,89,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Dosis sesuai anjuran dokter. Mecosin,Chlorpheniramine Maleate,Alergi ringan; gatal; bersin,Mengantuk; mulut kering,2027-06-30,Tablet,,True,[]
1891,Sterimar Nasal Hygiene Drops,Perawatan Hidung & Pernapasan,13213.0,115,Sea water isotonic,Membersihkan rongga hidung,Dosis sesuai anjuran dokter. Church & Dwight,Sea water isotonic,Membersihkan rongga hidung,Iritasi hidung ringan,2028-03-15,Tablet,,True,[]
1892,Entrostop Larutan,Pencernaan & Diare,26020.0,88,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Dosis sesuai anjuran dokter. Kalbe,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Sembelit bila berlebihan; mual,2028-03-15,Tablet,,True,[]
1893,Polysilane Tablet Kunyah,Lambung & Maag,41767.0,219,Dimethylpolysiloxane; Aluminium Hydroxide; Magnesium Hydroxide,Maag; kembung; rasa penuh di lambung,Dosis sesuai anjuran dokter. Pharos,Dimethylpolysiloxane; Aluminium Hydroxide; Magnesium Hydroxide,Maag; kembung; rasa penuh di lambung,Sembelit; diare ringan,2027-11-20,Tablet,,True,[]
1894,Vicee Forte,Vitamin & Suplemen,113308.0,152,Vitamin C 500mg,Suplemen vitamin C,Dosis sesuai anjuran dokter. Kalbe,Vitamin C 500mg,Suplemen vitamin C,Nyeri lambung ringan,2027-06-30,Tablet,,True,[]
1895,CDR Kapsul,Vitamin & Suplemen,15166.0,195,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Dosis sesuai anjuran dokter. Bayer,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Mual; kembung ringan,2027-11-20,Kapsul,,True,[]
1896,Antasida Doen Forte,Lambung & Maag,20727.0,156,Aluminium Hydroxide; Magnesium Hydroxide,Maag; nyeri ulu hati,Dosis sesuai anjuran dokter. Generic,Aluminium Hydroxide; Magnesium Hydroxide,Maag; nyeri ulu hati,Sembelit ringan; diare ringan,2026-12-31,Tablet,,True,[]
1897,Plantacid Tablet Kunyah 42,Lambung & Maag,14655.0,297,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; kembung,Dosis sesuai anjuran dokter. Soho,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; kembung,Sembelit; diare ringan,2028-03-15,Tablet,,True,[]
1898,Sanaflu Kaplet,Flu & Pilek,40144.0,165,Paracetamol; Phenylephrine; Chlorpheniramine,Flu; pilek; sakit kepala,Dosis sesuai anjuran dokter. Sanbe Farma,Paracetamol; Phenylephrine; Chlorpheniramine,Flu; pilek; sakit kepala,Mengantuk; mulut kering,2027-11-20,Tablet,,True,[]
1899,Laserin Anak,Obat Batuk,23665.0,102,Ekstrak herbal; Madu,Batuk ringan; melegakan tenggorokan,Dosis sesuai anjuran dokter. Mecosin,Ekstrak herbal; Madu,Batuk ringan; melegakan tenggorokan,Alergi bahan herbal jarang,2028-03-15,Tablet,,True,[]
1900,Rivanol Spray,Obat Kulit & Luka,39300.0,268,Ethacridine Lactate,Membersihkan luka ringan,Dosis sesuai anjuran dokter. Generic,Ethacridine Lactate,Membersihkan luka ringan,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1901,Mylanta Sachet,Lambung & Maag,16360.0,230,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Dosis sesuai anjuran dokter. Johnson & Johnson,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Sembelit ringan; diare ringan,2028-03-15,Tablet,,True,[]
1902,Mylanta Plus,Lambung & Maag,27832.0,266,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Dosis sesuai anjuran dokter. Johnson & Johnson,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Sembelit ringan; diare ringan,2027-11-20,Tablet,,True,[]
1903,Bioplacenton Gel 50,Obat Kulit & Luka,19616.0,53,Placenta Extract; Neomycin Sulfate,Luka bakar ringan; luka kecil,Dosis sesuai anjuran dokter. Kalbe,Placenta Extract; Neomycin Sulfate,Luka bakar ringan; luka kecil,Iritasi lokal; alergi antibiotik,2028-03-15,Tablet,,True,[]
1904,Sofra-Tulle Solution,Obat Kulit & Luka,65809.0,201,Framycetin Sulfate dressing,Penutup luka dengan antibiotik topikal,Dosis sesuai anjuran dokter. Sanofi,Framycetin Sulfate dressing,Penutup luka dengan antibiotik topikal,Alergi lokal,2026-12-31,Tablet,,True,[]
1905,FG Troches Troches,Mulut & Tenggorokan,11926.0,185,Fradiomycin; Gramicidin,Radang tenggorokan ringan sesuai petunjuk,Dosis sesuai anjuran dokter. Meiji,Fradiomycin; Gramicidin,Radang tenggorokan ringan sesuai petunjuk,Alergi; gangguan pencernaan ringan,2027-11-20,Tablet,,True,[]
1906,Herbakof Cair,Herbal & Tradisional,17797.0,89,Ekstrak Daun Legundi; Ekstrak Jahe; Ekstrak Saga; Ekstrak Mahkota Dewa,Batuk ringan; tenggorokan tidak nyaman,Dosis sesuai anjuran dokter. Dexa Medica,Ekstrak Daun Legundi; Ekstrak Jahe; Ekstrak Saga; Ekstrak Mahkota Dewa,Batuk ringan; tenggorokan tidak nyaman,Alergi herbal jarang,2028-03-15,Tablet,,True,[]
1907,Mycoral Cream,Antijamur & Kulit,18517.0,103,Ketoconazole 2%,Infeksi jamur kulit,Dosis sesuai anjuran dokter. Kalbe,Ketoconazole 2%,Infeksi jamur kulit,Iritasi lokal; kulit kering,2027-06-30,Tablet,,True,[]
1908,Biogesic Kaplet,Nyeri & Demam,7885.0,190,Paracetamol 500mg,Demam; nyeri ringan,Dosis sesuai anjuran dokter. Kalbe,Paracetamol 500mg,Demam; nyeri ringan,Mual; ruam alergi jarang,2026-12-31,Tablet,,True,[]
1909,Diapet Kapsul,Pencernaan & Diare,23109.0,107,Ekstrak daun jambu biji; Kunyit; Mojokeling,Diare ringan; perut mulas,Dosis sesuai anjuran dokter. Soho,Ekstrak daun jambu biji; Kunyit; Mojokeling,Diare ringan; perut mulas,Alergi bahan herbal jarang,2027-06-30,Kapsul,,True,[]
1910,Microlax Tablet,Pencernaan & Diare,11517.0,92,Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,Sembelit; membantu BAB,Dosis sesuai anjuran dokter. Pharos,Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,Sembelit; membantu BAB,Rasa tidak nyaman lokal,2028-03-15,Tablet,,True,[]
1911,Bisolvon Anak,Obat Batuk,15483.0,109,Bromhexine HCl,Batuk berdahak; dahak kental,Dosis sesuai anjuran dokter. Sanofi,Bromhexine HCl,Batuk berdahak; dahak kental,Mual; pusing; gangguan lambung,2027-11-20,Tablet,,True,[]
1912,Oralit Tablet,Pencernaan & Diare,32123.0,112,Glucose; Sodium Chloride; Potassium Chloride; Trisodium Citrate,Membantu mengganti cairan saat diare,Dosis sesuai anjuran dokter. Generic,Glucose; Sodium Chloride; Potassium Chloride; Trisodium Citrate,Membantu mengganti cairan saat diare,Mual bila diminum terlalu cepat,2028-03-15,Tablet,,True,[]
1913,Antasida Doen Plus,Lambung & Maag,33730.0,88,Aluminium Hydroxide; Magnesium Hydroxide,Maag; nyeri ulu hati,Dosis sesuai anjuran dokter. Generic,Aluminium Hydroxide; Magnesium Hydroxide,Maag; nyeri ulu hati,Sembelit ringan; diare ringan,2026-12-31,Tablet,,True,[]
1914,Daktarin Cream 34,Antijamur & Kulit,75940.0,101,Miconazole Nitrate 2%,Infeksi jamur kulit,Dosis sesuai anjuran dokter. Johnson & Johnson,Miconazole Nitrate 2%,Infeksi jamur kulit,Iritasi lokal; kemerahan,2027-11-20,Tablet,,True,[]
1915,Komix Anak,Obat Batuk,27400.0,103,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Dosis sesuai anjuran dokter. Bintang Toedjoe,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Mengantuk; mual; pusing ringan,2027-11-20,Tablet,,True,[]
1916,Voltaren Emulgel 16,Obat Oles Nyeri,15521.0,62,Diclofenac Diethylamine,Nyeri otot dan sendi ringan,Dosis sesuai anjuran dokter. GSK,Diclofenac Diethylamine,Nyeri otot dan sendi ringan,Iritasi kulit; kemerahan,2028-03-15,Tablet,,True,[]
1917,Mebo Ointment Solution,Obat Kulit & Luka,20347.0,244,Herbal burn ointment,Luka bakar ringan; kulit iritasi,Dosis sesuai anjuran dokter. Mebo,Herbal burn ointment,Luka bakar ringan; kulit iritasi,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1918,Decolgen Tablet,Flu & Pilek,14832.0,116,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Dosis sesuai anjuran dokter. Medifarma,Paracetamol; Phenylpropanolamine; Chlorpheniramine,Gejala flu; pilek; sakit kepala,Mengantuk; mulut kering; berdebar,2026-12-31,Tablet,,True,[]
1919,CDR Tablet,Vitamin & Suplemen,66917.0,289,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Dosis sesuai anjuran dokter. Bayer,Calcium; Vitamin C; Vitamin D; Vitamin B6,Kesehatan tulang dan daya tahan tubuh,Mual; kembung ringan,2027-06-30,Tablet,,True,[]
1920,Aloclair Gel 21,Mulut & Tenggorokan,32727.0,152,Polyvinylpyrrolidone; Hyaluronic Acid,Sariawan; luka mulut kecil,Dosis sesuai anjuran dokter. Alliance,Polyvinylpyrrolidone; Hyaluronic Acid,Sariawan; luka mulut kecil,Rasa tidak nyaman lokal,2027-11-20,Tablet,,True,[]
1921,Betadine Ointment Ointment,Obat Kulit & Luka,57275.0,150,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 10%,Antiseptik luka ringan; lecet,Iritasi lokal; alergi jarang,2027-11-20,Tablet,,True,[]
1922,Geliga 32,Obat Oles Nyeri,37444.0,264,Methyl Salicylate; Menthol; Eucalyptus Oil,Pegal; nyeri otot ringan,Dosis sesuai anjuran dokter. Eagle Indo Pharma,Methyl Salicylate; Menthol; Eucalyptus Oil,Pegal; nyeri otot ringan,Rasa panas; iritasi lokal,2026-12-31,Tablet,,True,[]
1923,Oskadon Kaplet,Nyeri & Demam,27790.0,243,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Supra Ferbindo,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Berdebar; sulit tidur; mual,2027-06-30,Tablet,,True,[]
1924,Diapet Anak,Pencernaan & Diare,34320.0,75,Ekstrak daun jambu biji; Kunyit; Mojokeling,Diare ringan; perut mulas,Dosis sesuai anjuran dokter. Soho,Ekstrak daun jambu biji; Kunyit; Mojokeling,Diare ringan; perut mulas,Alergi bahan herbal jarang,2027-06-30,Tablet,,True,[]
1925,Woods Expectorant Tablet,Obat Batuk,36926.0,91,Bromhexine HCl; Guaifenesin,Batuk berdahak,Dosis sesuai anjuran dokter. Kalbe,Bromhexine HCl; Guaifenesin,Batuk berdahak,Mual; pusing; gangguan lambung ringan,2026-12-31,Tablet,,True,[]
1926,Entrostop Anak,Pencernaan & Diare,29077.0,159,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Dosis sesuai anjuran dokter. Kalbe,Attapulgite; Pectin,Diare tidak spesifik; perut mulas,Sembelit bila berlebihan; mual,2028-03-15,Tablet,,True,[]
1927,Bodrex Sirup,Nyeri & Demam,31912.0,221,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Dosis sesuai anjuran dokter. Tempo Scan,Paracetamol; Caffeine,Sakit kepala; nyeri ringan,Berdebar; sulit tidur; mual,2027-11-20,Tablet,,True,[]
1928,Freshcare Roll On,Obat Oles Nyeri,18862.0,158,Menthol; Camphor; Essential Oil,Pusing ringan; pegal; mabuk perjalanan,Dosis sesuai anjuran dokter. Ultra Sakti,Menthol; Camphor; Essential Oil,Pusing ringan; pegal; mabuk perjalanan,Iritasi kulit jarang,2027-11-20,Tablet,,True,[]
1929,Burnazin Cream 42,Obat Kulit & Luka,38243.0,164,Silver Sulfadiazine,Luka bakar ringan tertentu,Dosis sesuai anjuran dokter. Darya-Varia,Silver Sulfadiazine,Luka bakar ringan tertentu,Iritasi lokal; alergi sulfa,2028-03-15,Tablet,,True,[]
1930,Cooling 5 Spray,Mulut & Tenggorokan,12296.0,144,Phenol,Sakit tenggorokan ringan,Dosis sesuai anjuran dokter. Darya-Varia,Phenol,Sakit tenggorokan ringan,Iritasi lokal; rasa kebas,2026-12-31,Tablet,,True,[]
1931,Bejo Jahe Merah Botol,Herbal & Tradisional,28739.0,139,Jahe merah; Herbal extract,Masuk angin; tenggorokan tidak nyaman,Dosis sesuai anjuran dokter. Bintang Toedjoe,Jahe merah; Herbal extract,Masuk angin; tenggorokan tidak nyaman,Rasa hangat di lambung,2027-06-30,Tablet,,True,[]
1932,Caladine Lotion Kaplet,Alergi & Gatal,11836.0,112,Calamine; Zinc Oxide; Diphenhydramine,Gatal ringan; biang keringat,Dosis sesuai anjuran dokter. Galenium,Calamine; Zinc Oxide; Diphenhydramine,Gatal ringan; biang keringat,Iritasi lokal jarang,2027-06-30,Tablet,,True,[]
1933,Voltaren Emulgel 09,Obat Oles Nyeri,36534.0,165,Diclofenac Diethylamine,Nyeri otot dan sendi ringan,Dosis sesuai anjuran dokter. GSK,Diclofenac Diethylamine,Nyeri otot dan sendi ringan,Iritasi kulit; kemerahan,2027-11-20,Tablet,,True,[]
1934,Dumin Forte,Nyeri & Demam,30155.0,181,Paracetamol 500mg,Demam; nyeri ringan,Dosis sesuai anjuran dokter. Actavis,Paracetamol 500mg,Demam; nyeri ringan,Mual; ruam alergi jarang,2028-03-15,Tablet,,True,[]
1935,Bedak Herocyn Cream,Alergi & Gatal,55586.0,57,Menthol; Sulfur; Salicylic Acid,Gatal ringan; biang keringat,Dosis sesuai anjuran dokter. Coronet Crown,Menthol; Sulfur; Salicylic Acid,Gatal ringan; biang keringat,Iritasi kulit pada sebagian orang,2027-11-20,Tablet,,True,[]
1936,Paracetamol 500mg Drops,Nyeri & Demam,34538.0,91,Paracetamol 500mg,Demam; nyeri ringan; sakit kepala,Dosis sesuai anjuran dokter. Generic,Paracetamol 500mg,Demam; nyeri ringan; sakit kepala,Mual; ruam alergi jarang; gangguan hati bila overdosis,2026-12-31,Tablet,,True,[]
1937,Microlax Sirup,Pencernaan & Diare,22141.0,122,Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,Sembelit; membantu BAB,Dosis sesuai anjuran dokter. Pharos,Sorbitol; Sodium Citrate; Sodium Lauryl Sulfoacetate,Sembelit; membantu BAB,Rasa tidak nyaman lokal,2027-11-20,Tablet,,True,[]
1938,Caladine Lotion Lotion,Alergi & Gatal,36793.0,176,Calamine; Zinc Oxide; Diphenhydramine,Gatal ringan; biang keringat,Dosis sesuai anjuran dokter. Galenium,Calamine; Zinc Oxide; Diphenhydramine,Gatal ringan; biang keringat,Iritasi lokal jarang,2028-03-15,Tablet,,True,[]
1939,Scabimite Gel,Antijamur & Kulit,46953.0,234,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Dosis sesuai anjuran dokter. Galderma,Permethrin 5%,Kudis/skabies sesuai aturan pakai,Rasa panas; gatal sementara,2026-12-31,Tablet,,True,[]
1940,Sangobion Effervescent,Vitamin & Suplemen,98709.0,197,Ferrous Gluconate; Vitamin; Mineral,Suplemen zat besi,Dosis sesuai anjuran dokter. Merck,Ferrous Gluconate; Vitamin; Mineral,Suplemen zat besi,Mual; konstipasi; feses gelap,2027-06-30,Tablet,,True,[]
1941,Betadine Gargle 08,Mulut & Tenggorokan,29396.0,172,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Iritasi mulut; rasa tidak nyaman,2027-11-20,Tablet,,True,[]
1942,Insto Regular Tetes Mata,Mata & Telinga,20419.0,287,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Dosis sesuai anjuran dokter. Sterling,Tetrahydrozoline HCl,Mata merah karena iritasi ringan,Perih sementara; mata kering,2027-06-30,Tablet,,True,[]
1943,Siladex Antitussive Anak,Obat Batuk,29135.0,109,Dextromethorphan HBr; Diphenhydramine HCl,Batuk kering,Dosis sesuai anjuran dokter. Konimex,Dextromethorphan HBr; Diphenhydramine HCl,Batuk kering,Mengantuk; pusing; mulut kering,2027-11-20,Tablet,,True,[]
1944,GPU Minyak Gosok Gel,Obat Oles Nyeri,52581.0,239,Menthol; Methyl Salicylate; Camphor,Pegal; masuk angin; nyeri otot ringan,Dosis sesuai anjuran dokter. Cap Lang,Menthol; Methyl Salicylate; Camphor,Pegal; masuk angin; nyeri otot ringan,Iritasi lokal,2028-03-15,Tablet,,True,[]
1945,Sterimar Nasal Hygiene Nasal Spray,Perawatan Hidung & Pernapasan,25546.0,269,Sea water isotonic,Membersihkan rongga hidung,Dosis sesuai anjuran dokter. Church & Dwight,Sea water isotonic,Membersihkan rongga hidung,Iritasi hidung ringan,2028-03-15,Tablet,,True,[]
1946,Otopain Minidose,Mata & Telinga,42319.0,216,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Dosis sesuai anjuran dokter. Generic,Phenazone; Lidocaine HCl,Nyeri telinga ringan sesuai petunjuk,Iritasi lokal; tidak nyaman,2026-12-31,Tablet,,True,[]
1947,Mylanta Cair,Lambung & Maag,50893.0,156,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Dosis sesuai anjuran dokter. Johnson & Johnson,Aluminium Hydroxide; Magnesium Hydroxide; Simethicone,Asam lambung; maag; kembung,Sembelit ringan; diare ringan,2027-11-20,Tablet,,True,[]
1948,Komix Sirup,Obat Batuk,23132.0,234,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Dosis sesuai anjuran dokter. Bintang Toedjoe,Dextromethorphan HBr; Guaifenesin,Batuk ringan; batuk berdahak,Mengantuk; mual; pusing ringan,2026-12-31,Tablet,,True,[]
1949,Neozep Forte Extra,Flu & Pilek,11767.0,223,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Dosis sesuai anjuran dokter. Konimex,Paracetamol; Phenylephrine HCl; Chlorpheniramine,Flu; pilek; hidung tersumbat,Mengantuk; mulut kering; berdebar,2027-11-20,Tablet,,True,[]
1950,Betadine Gargle 15,Mulut & Tenggorokan,29895.0,126,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Dosis sesuai anjuran dokter. Mundipharma,Povidone Iodine 1%,Kumur untuk kebersihan mulut dan tenggorokan,Iritasi mulut; rasa tidak nyaman,2026-12-31,Tablet,,True,[]
